id,plate,state,license_type,summons_number,issue_date,summons_image,violation_time,violation,fine_amount,penalty_amount,interest_amount,reduction_amount,payment_amount,amount_due,precinct,county,issuing_agency,violation_status,judgment_entry_date
77,GLN2605,NY,PAS,8630494256,08/30/2019,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSWmVrMUVVVFZPUkVreFRtYzlQUT09&locationName=_____________________', 'description': 'View Summons'}",01:46P,FAIL TO DSPLY MUNI METER RECPT,35,0,0,0,35,0,114,Q,TRAFFIC,,
78,ALW6245,NY,PAS,8711493136,02/27/2019,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSamVFMVVVVFZOZWtWNlRtYzlQUT09&locationName=_____________________', 'description': 'View Summons'}",12:05P,NO PARKING-STREET CLEANING,45,0,0,0,45,0,050,BX,TRAFFIC,,
79,HNY6234,NY,PAS,8712408566,01/11/2019,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSamVFMXFVWGRQUkZVeVRtYzlQUT09&locationName=_____________________', 'description': 'View Summons'}",02:10P,INSP. STICKER-EXPIRED/MISSING,65,30,0,0,95,0,048,BX,TRAFFIC,,
80,30609MC,NY,COM,8526810364,12/19/2018,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSVmVVNXFaM2hOUkUweVRrRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",07:14A,DOUBLE PARKING,115,0,0,80,35,0,049,BX,TRAFFIC,HEARING HELD-GUILTY REDUCTION,
81,IMAJET,NY,SPO,4650124967,11/16/2018,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSWk1VMUVSWGxPUkdzeVRuYzlQUT09&locationName=_____________________', 'description': 'View Summons'}",01:22P,PHTO SCHOOL ZN SPEED VIOLATION,50,0,0,0,50,0,000,QN,DEPARTMENT OF TRANSPORTATION,,
82,EHD7854,NY,PAS,4650124992,11/16/2018,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSWk1VMUVSWGxPUkdzMVRXYzlQUT09&locationName=_____________________', 'description': 'View Summons'}",01:23P,PHTO SCHOOL ZN SPEED VIOLATION,50,0,0,0,50,0,000,QN,DEPARTMENT OF TRANSPORTATION,HEARING HELD-GUILTY,
83,AN69626,CT,PAS,8685303928,07/07/2018,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSWk5FNVVUWGROZW10NVQwRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",09:43P,NO STANDING-BUS STOP,115,30,0,0,145,0,060,K,TRAFFIC,,
84,T749078C,NY,OMT,8559592246,10/05/2018,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSVk1VOVVWVFZOYWtrd1RtYzlQUT09&locationName=_____________________', 'description': 'View Summons'}",01:41P,REG. STICKER-EXPIRED/MISSING,65,10,0,75,0,0,114,Q,TRAFFIC,HEARING HELD-NOT GUILTY,
85,XDXY37,NJ,PAS,8559592714,10/10/2018,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSVk1VOVVWVFZOYW1ONFRrRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",01:07P,FIRE HYDRANT,115,0,0,115,0,0,110,Q,TRAFFIC,HEARING HELD-NOT GUILTY,
86,47152MK,NY,COM,8559592842,10/10/2018,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSVk1VOVVWVFZOYW1jd1RXYzlQUT09&locationName=_____________________', 'description': 'View Summons'}",03:17P,EXPIRED MUNI METER,35,0,0,0,35,0,110,Q,TRAFFIC,HEARING HELD-GUILTY,
87,L21HZD,NJ,PAS,8665640265,11/10/2018,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSWk1rNVVXVEJOUkVreVRsRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",03:14P,NO STANDING-DAY/TIME LIMITS,115,0,0,0,115,0,013,NY,TRAFFIC,,
88,HRK7962,NY,PAS,8665640290,11/10/2018,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSWk1rNVVXVEJOUkVrMVRVRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",05:50P,EXPIRED MUNI METER,65,0,0,65,0,0,013,NY,TRAFFIC,HEARING HELD-NOT GUILTY,
89,78354MJ,NY,COM,8665640393,11/12/2018,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSWk1rNVVXVEJOUkUwMVRYYzlQUT09&locationName=_____________________', 'description': 'View Summons'}",03:04P,FAIL TO DISP. MUNI METER RECPT,65,0,0,25,40,0,013,NY,TRAFFIC,HEARING HELD-GUILTY REDUCTION,
90,GZR1676,NY,PAS,8665640253,11/10/2018,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSWk1rNVVXVEJOUkVreFRYYzlQUT09&locationName=_____________________', 'description': 'View Summons'}",03:13P,NO STANDING-DAY/TIME LIMITS,115,0,0,0,115,0,013,NY,TRAFFIC,,
91,HPB7178,NY,PAS,8559592751,10/10/2018,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSVk1VOVVWVFZOYW1NeFRWRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",01:42P,EXPIRED MUNI METER,35,10,0,45,0,0,110,Q,TRAFFIC,HEARING HELD-NOT GUILTY,
92,A41LFN,NJ,PAS,4665348431,09/04/2019,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSWk1rNVVUVEJQUkZGNlRWRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",01:47P,PHTO SCHOOL ZN SPEED VIOLATION,50,25,3.27,0.09,78.18,0,000,ST,DEPARTMENT OF TRANSPORTATION,,11/27/2019
93,GHP1517,NY,PAS,8524182260,05/31/2019,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSVmVVNUVSVFJOYWtreVRVRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",06:11A,NO PARKING-DAY/TIME LIMITS,60,60,0.06,0,120.06,0,048,BX,TRAFFIC,HEARING HELD-GUILTY,10/24/2019
94,HVR3627,NY,PAS,8843906331,11/09/2020,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbk1FMTZhM2RPYWsxNlRWRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",10:53A,NO STANDING-COMM METER ZONE,115,0,0,0,115,0,014,NY,TRAFFIC,,
95,HUZ6097,NY,PAS,8843906550,11/10/2020,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbk1FMTZhM2RPYWxVeFRVRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",06:26A,NO STANDING-COMM METER ZONE,115,0,0,0,115,0,014,NY,TRAFFIC,,
96,UZA8247,VA,PAS,8526810431,12/19/2018,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSVmVVNXFaM2hOUkZGNlRWRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",09:06A,NO PARKING-STREET CLEANING,45,0,0,0,45,0,049,BX,TRAFFIC,,
97,GFM5630,NY,PAS,8711493150,02/27/2019,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSamVFMVVVVFZOZWtVeFRVRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",12:15P,NO PARKING-DAY/TIME LIMITS,60,0,0,0,60,0,050,BX,TRAFFIC,,
98,HNF6736,NY,PAS,8526810406,12/19/2018,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSVmVVNXFaM2hOUkZGM1RtYzlQUT09&locationName=_____________________', 'description': 'View Summons'}",08:28A,FRONT OR BACK PLATE MISSING,65,30,0,0,95,0,049,BX,TRAFFIC,,
99,T757172C,NY,OMT,8712408578,01/12/2019,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSamVFMXFVWGRQUkZVelQwRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",07:39A,REG. STICKER-EXPIRED/MISSING,65,30,0,0,95,0,048,BX,TRAFFIC,HEARING HELD-GUILTY,
100,GKH5214,NY,PAS,4650125110,11/16/2018,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSWk1VMUVSWGxPVkVWNFRVRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",01:31P,PHTO SCHOOL ZN SPEED VIOLATION,50,0,0,0,50,0,000,BK,DEPARTMENT OF TRANSPORTATION,,
101,AVM3769,NY,PAS,4650125108,11/16/2018,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSWk1VMUVSWGxPVkVWM1QwRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",01:29P,PHTO SCHOOL ZN SPEED VIOLATION,50,0,0,0,50,0,000,ST,DEPARTMENT OF TRANSPORTATION,,
102,FLX7520,NY,PAS,4650125054,11/16/2018,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSWk1VMUVSWGxPVkVFeFRrRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",01:26P,PHTO SCHOOL ZN SPEED VIOLATION,50,0,0,0,50,0,000,BK,DEPARTMENT OF TRANSPORTATION,,
103,76491MC,NY,COM,8559593019,10/11/2018,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSVk1VOVVWVFZOZWtGNFQxRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",01:44P,INSP. STICKER-EXPIRED/MISSING,65,0,0,0,65,0,109,Q,TRAFFIC,HEARING HELD-GUILTY,
104,HLN6340,NY,PAS,8559592908,10/10/2018,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSVk1VOVVWVFZOYW10M1QwRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",05:09P,REG. STICKER-EXPIRED/MISSING,65,0,0,0,65,0,115,Q,TRAFFIC,HEARING HELD-GUILTY,
105,HXK1026,NY,PAS,8559593251,10/12/2018,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSVk1VOVVWVFZOZWtreFRWRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",01:37P,FAIL TO DSPLY MUNI METER RECPT,35,10,0,0,45,0,114,Q,TRAFFIC,,
106,AL98374,CT,PAS,4650125250,11/16/2018,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSWk1VMUVSWGxPVkVreFRVRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",01:38P,PHTO SCHOOL ZN SPEED VIOLATION,50,0,0,0,50,0,000,BX,DEPARTMENT OF TRANSPORTATION,,
107,HSF7023,NY,PAS,8559593226,10/12/2018,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSVk1VOVVWVFZOZWtsNVRtYzlQUT09&locationName=_____________________', 'description': 'View Summons'}",01:28P,INSP. STICKER-EXPIRED/MISSING,65,10,0,0,75,0,114,Q,TRAFFIC,,
108,V88JSF,NJ,PAS,4650125182,11/16/2018,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSWk1VMUVSWGxPVkVVMFRXYzlQUT09&locationName=_____________________', 'description': 'View Summons'}",01:33P,PHTO SCHOOL ZN SPEED VIOLATION,50,25,0,0,75,0,000,BX,DEPARTMENT OF TRANSPORTATION,,
109,HZT3213,NY,PAS,4015606279,10/29/2020,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSQmVFNVVXWGRPYWtrelQxRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",02:51P,BUS LANE VIOLATION,100,0,0,0,100,0,000,BK,DEPARTMENT OF TRANSPORTATION,,
110,66252MH,NY,COM,8717713535,03/15/2019,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSamVFNTZZM2hOZWxWNlRsRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",08:15A,NO PARKING-STREET CLEANING,45,0,0,20,25,0,034,NY,TRAFFIC,HEARING HELD-GUILTY REDUCTION,
111,GUW9452,NY,PAS,4650125200,11/16/2018,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSWk1VMUVSWGxPVkVsM1RVRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",01:36P,PHTO SCHOOL ZN SPEED VIOLATION,50,25,0,0,75,0,000,BK,DEPARTMENT OF TRANSPORTATION,,
112,GHE5572,NY,PAS,8711493161,02/27/2019,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSamVFMVVVVFZOZWtVeVRWRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",12:23P,CROSSWALK,115,0,0,0,115,0,050,BX,TRAFFIC,,
113,167DDS,NY,SRF,4650125194,11/16/2018,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSWk1VMUVSWGxPVkVVMVRrRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",01:34P,PHTO SCHOOL ZN SPEED VIOLATION,50,0,0,0,50,0,000,QN,DEPARTMENT OF TRANSPORTATION,,
114,HCR2992,NY,PAS,4650125327,11/16/2018,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSWk1VMUVSWGxPVkUxNVRuYzlQUT09&locationName=_____________________', 'description': 'View Summons'}",01:41P,PHTO SCHOOL ZN SPEED VIOLATION,50,0,0,0,50,0,000,QN,DEPARTMENT OF TRANSPORTATION,,
115,SABY35,NY,SPO,4650125212,11/16/2018,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSWk1VMUVSWGxPVkVsNFRXYzlQUT09&locationName=_____________________', 'description': 'View Summons'}",01:36P,PHTO SCHOOL ZN SPEED VIOLATION,50,0,0,0,50,0,000,ST,DEPARTMENT OF TRANSPORTATION,,
116,BZV634,NY,PAS,4650125303,11/16/2018,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSWk1VMUVSWGxPVkUxM1RYYzlQUT09&locationName=_____________________', 'description': 'View Summons'}",01:40P,PHTO SCHOOL ZN SPEED VIOLATION,50,0,0,0,50,0,000,BK,DEPARTMENT OF TRANSPORTATION,,
117,62213MG,NY,COM,8559593494,10/15/2018,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSVk1VOVVWVFZOZWxFMVRrRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",12:51P,FAIL TO DSPLY MUNI METER RECPT,35,0,0,0,35,0,109,Q,TRAFFIC,,
118,N99DXT,NJ,PAS,4650125297,11/16/2018,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSWk1VMUVSWGxPVkVrMVRuYzlQUT09&locationName=_____________________', 'description': 'View Summons'}",01:40P,PHTO SCHOOL ZN SPEED VIOLATION,50,0,0,0,50,0,000,QN,DEPARTMENT OF TRANSPORTATION,,
119,Y16GUT,NJ,PAS,8685304799,07/09/2018,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSWk5FNVVUWGRPUkdNMVQxRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",09:25P,FAIL TO DSPLY MUNI METER RECPT,35,30,0,0,65,0,060,K,TRAFFIC,,
120,HZT4039,NY,PAS,8559593779,10/16/2018,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSVk1VOVVWVFZOZW1NelQxRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",01:44P,EXPIRED MUNI METER,35,0,0,0,35,0,115,Q,TRAFFIC,HEARING HELD-GUILTY,
121,T754746C,NY,OMT,8559593755,10/16/2018,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSVk1VOVVWVFZOZW1NeFRsRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",01:28P,REG. STICKER-EXPIRED/MISSING,65,0,0,65,0,0,115,Q,TRAFFIC,HEARING HELD-NOT GUILTY,
122,HUV5077,NY,PAS,8526810613,12/20/2018,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSVmVVNXFaM2hOUkZsNFRYYzlQUT09&locationName=_____________________', 'description': 'View Summons'}",06:35A,NO PARKING-DAY/TIME LIMITS,60,0,0,0,60,0,042,BX,TRAFFIC,,
123,87317JF,NY,COM,8526810480,12/19/2018,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSVmVVNXFaM2hOUkZFMFRVRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",09:45A,FIRE HYDRANT,115,10,0,10,115,0,049,BX,TRAFFIC,,
124,21749MA,NY,COM,7900206693,06/19/2011,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VG5wcmQwMUVTWGRPYWxrMVRYYzlQUT09&locationName=_____________________', 'description': 'View Summons'}",02:02P,NO STANDING-DAY/TIME LIMITS,115,60,123.72,10.92,287.8,0,018,NY,TRAFFIC,ADMIN REDUCTION,04/12/2012
125,JDZ8377,NY,PAS,8857158767,11/20/2020,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbk1VNTZSVEZQUkdNeVRuYzlQUT09&locationName=_____________________', 'description': 'View Summons'}",01:31P,NO STANDING-EXC. TRUCK LOADING,95,0,0,0,95,0,018,NY,TRAFFIC,,
126,FTB2319,NY,PAS,7516135653,01/27/2012,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VG5wVmVFNXFSWHBPVkZreFRYYzlQUT09&locationName=_____________________', 'description': 'View Summons'}",,,,,,,,,,,,,
127,AU45300,CT,CMB,8857161651,12/04/2020,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbk1VNTZSVEpOVkZreFRWRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",01:39P,NO STANDING-DAY/TIME LIMITS,115,0,0,115,0,0,014,NY,TRAFFIC,HEARING HELD-NOT GUILTY,
128,GXA8547,NY,PAS,8526810492,12/19/2018,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSVmVVNXFaM2hOUkZFMVRXYzlQUT09&locationName=_____________________', 'description': 'View Summons'}",11:09A,NO MATCH-PLATE/STICKER,65,10,0,0,75,0,049,BX,TRAFFIC,HEARING HELD-GUILTY,
129,HGF2595,NY,PAS,8704124650,01/21/2019,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSamQwNUVSWGxPUkZreFRVRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",07:10A,NO STANDING-DAY/TIME LIMITS,115,0,0,0,115,0,010,NY,TRAFFIC,,
130,T696219C,NY,OMT,4650125418,11/16/2018,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSWk1VMUVSWGxPVkZGNFQwRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",01:46P,PHTO SCHOOL ZN SPEED VIOLATION,50,0,0,0,50,0,000,BK,DEPARTMENT OF TRANSPORTATION,,
131,K17GDC,NJ,PAS,8704124728,01/21/2019,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSamQwNUVSWGxPUkdONVQwRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",08:46A,NO PARKING-DAY/TIME LIMITS,65,0,0,0,65,0,010,NY,TRAFFIC,,
132,JCX6189,NY,PAS,8526810923,12/22/2018,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSVmVVNXFaM2hOUkd0NVRYYzlQUT09&locationName=_____________________', 'description': 'View Summons'}",05:01A,SIDEWALK,115,60,0,30,145,0,048,BX,TRAFFIC,,
133,2704876,IN,PAS,8641753345,12/08/2018,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSWk1FMVVZekZOZWswd1RsRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",09:07A,DOUBLE PARKING-MIDTOWN COMML,115,0,0,15,100,0,018,NY,TRAFFIC,HEARING HELD-GUILTY REDUCTION,
134,2704876,IN,PAS,8641753357,12/08/2018,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSWk1FMVVZekZOZWsweFRuYzlQUT09&locationName=_____________________', 'description': 'View Summons'}",09:09A,PLTFRM LFTS LWRD POS COMM VEH,65,0,0,25,40,0,018,NY,TRAFFIC,HEARING HELD-GUILTY REDUCTION,
135,HMSVIC,VA,PAS,8857167150,01/22/2021,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbk1VNTZSVEpPZWtVeFRVRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",01:09P,NO STANDING-DAY/TIME LIMITS,115,0,0,0,115,0,018,NY,TRAFFIC,,
136,26558PC,NY,IRP,8555450780,04/24/2017,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSVk1VNVVVVEZOUkdNMFRVRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",,,,,,,,,,,,,
137,1DVH43,MA,PAS,8857167252,01/22/2021,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbk1VNTZSVEpPZWtreFRXYzlQUT09&locationName=_____________________', 'description': 'View Summons'}",02:21P,NO STANDING-COMM METER ZONE,115,0,0,0,115,0,018,NY,TRAFFIC,,
138,JLR3503,NY,PAS,4665348510,09/04/2019,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSWk1rNVVUVEJQUkZWNFRVRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",01:49P,PHTO SCHOOL ZN SPEED VIOLATION,50,25,2.36,0.09,77.27,0,000,BK,DEPARTMENT OF TRANSPORTATION,,11/27/2019
139,FYW1720,NY,PAS,4674421603,12/24/2019,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSWk0wNUVVWGxOVkZsM1RYYzlQUT09&locationName=_____________________', 'description': 'View Summons'}",12:05P,PHTO SCHOOL ZN SPEED VIOLATION,50,25,0,0,75,0,000,QN,DEPARTMENT OF TRANSPORTATION,,
140,KSJ1885,PA,PAS,8526810947,12/22/2018,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSVmVVNXFaM2hOUkdzd1RuYzlQUT09&locationName=_____________________', 'description': 'View Summons'}",05:05A,DOUBLE PARKING,115,10,0,0,125,0,048,BX,TRAFFIC,HEARING HELD-GUILTY,
141,EGD6155,NY,PAS,4650125674,11/16/2018,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSWk1VMUVSWGxPVkZrelRrRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",01:53P,PHTO SCHOOL ZN SPEED VIOLATION,50,0,0,0,50,0,000,QN,DEPARTMENT OF TRANSPORTATION,,
142,89248ML,NY,COM,4650125558,11/16/2018,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSWk1VMUVSWGxPVkZVeFQwRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",01:49P,PHTO SCHOOL ZN SPEED VIOLATION,50,0,0,0,50,0,000,QN,DEPARTMENT OF TRANSPORTATION,,
143,AN07442,CT,PAS,4650125625,11/16/2018,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSWk1VMUVSWGxPVkZsNVRsRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",01:52P,PHTO SCHOOL ZN SPEED VIOLATION,50,0,0,0,50,0,000,BK,DEPARTMENT OF TRANSPORTATION,,
144,J26FFV,NJ,PAS,4650125789,11/16/2018,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSWk1VMUVSWGxPVkdNMFQxRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",01:58P,PHTO SCHOOL ZN SPEED VIOLATION,50,0,0,0,50,0,000,QN,DEPARTMENT OF TRANSPORTATION,,
145,FAC3664,NY,PAS,8526811198,12/22/2018,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSVmVVNXFaM2hOVkVVMVQwRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",08:59A,INSP. STICKER-EXPIRED/MISSING,65,0,0,0,65,0,049,BX,TRAFFIC,,
146,X94KJR,NJ,PAS,8526811083,12/22/2018,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSVmVVNXFaM2hOVkVFMFRYYzlQUT09&locationName=_____________________', 'description': 'View Summons'}",05:47A,FIRE HYDRANT,115,0,0,0,115,0,049,BX,TRAFFIC,HEARING HELD-GUILTY,
147,BTJ4892,NY,PAS,8857214266,12/11/2020,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbk1VNTZTWGhPUkVreVRtYzlQUT09&locationName=_____________________', 'description': 'View Summons'}",11:10A,NO PARKING-STREET CLEANING,65,0,0,0,65,0,019,NY,TRAFFIC,,
148,K52DNK,NJ,PAS,4650125820,11/16/2018,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSWk1VMUVSWGxPVkdkNVRVRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",02:00P,PHTO SCHOOL ZN SPEED VIOLATION,50,0,0,0,50,0,000,QN,DEPARTMENT OF TRANSPORTATION,,
149,HEF5020,NY,PAS,8712408797,01/14/2019,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSamVFMXFVWGRQUkdNMVRuYzlQUT09&locationName=_____________________', 'description': 'View Summons'}",09:55A,NO PARKING-STREET CLEANING,45,30,0,0,75,0,046,BX,TRAFFIC,,
150,X320183,LA,PAS,7516135690,01/28/2012,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VG5wVmVFNXFSWHBPVkZrMVRVRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",,,,,,,,,,,,,
151,V66AYF,NJ,PAS,4650125790,11/16/2018,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSWk1VMUVSWGxPVkdNMVRVRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",01:59P,PHTO SCHOOL ZN SPEED VIOLATION,50,25,0,0,75,0,000,BX,DEPARTMENT OF TRANSPORTATION,,
152,HWL9741,NY,PAS,8711493240,02/27/2019,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSamVFMVVVVFZOZWtrd1RVRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",01:59P,DOUBLE PARKING,115,0,0,0,115,0,050,BX,TRAFFIC,,
153,UXC3731,VA,PAS,4650125868,11/16/2018,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSWk1VMUVSWGxPVkdjeVQwRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",02:02P,PHTO SCHOOL ZN SPEED VIOLATION,50,0,0,0,50,0,000,BK,DEPARTMENT OF TRANSPORTATION,,
154,HER2394,NY,PAS,8526811149,12/22/2018,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSVmVVNXFaM2hOVkVVd1QxRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",08:26A,REG. STICKER-EXPIRED/MISSING,65,10,0,0,75,0,049,BX,TRAFFIC,,
